상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대0006매출건수,시간대0611매출건수,시간대1114매출건수,시간대1417매출건수,시간대1721매출건수,시간대2124매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대0006매출금액,시간대0611매출금액,시간대1114매출금액,시간대1417매출금액,시간대1721매출금액,시간대2124매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대0006생활인구수,시간대0611생활인구수,시간대1114생활인구수,시간대1417생활인구수,시간대1721생활인구수,시간대2124생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대0006유동인구수,시간대0611유동인구수,시간대1114유동인구수,시간대1417유동인구수,시간대1721유동인구수,시간대2124유동인구수,총유동인구수,분기코드,행정동코드
2110012,174046,129048,44791,21930,24397,25877,27581,29263,24460,20331,101,15123,78211,39206,36836,4116,64265,90782,1206,31556,44758,31582,28752,17401,4043117327,3085068698,954097568,450041613,556855454,630004905,718302075,729864651,586569388,367528180,10310034,136734666,1555159612,672906727,1157634219,502809718,1386113955,1619365654,16670707,596166241,906191323,567643249,536412824,386346326,89,598304,262326,335978,56523,80207,118941,123385,96573,122674,121160,130148,96049,93213,98595,59138,87269,92522,92677,92304,89675,71382,72471,1061,11,2,0,0,0,0,0,0,0,0,69682,673026,336774,400538,610135,191889,2282044,3,11110530
2110014,14143,10383,3733,1769,2149,2026,2098,2341,1923,1819,6,1220,8456,1871,2482,99,7416,4979,20,978,2175,3312,2791,3125,463879273,267073173,196593925,39653295,55235943,50500255,54460568,67223112,97213842,99450808,63962,31026559,247022777,62949052,117910551,4862169,233026109,156356726,139242,18728821,64800971,99043278,96207961,110506768,10,55702,28065,27637,13347,6524,6680,9284,7891,11974,5955,13819,11476,10695,9468,4290,7868,7506,8359,8137,8120,7831,7882,194,9,3,0,0,0,0,0,0,0,0,6063,210261,117389,159111,128790,33657,655271,3,11110515
2110015,36895,21450,15445,4457,2656,4115,4710,5512,7946,7499,17,1667,13801,13711,7369,330,12816,23448,246,11692,10384,6515,4859,2566,1003106438,558866973,444239465,121553027,62998370,74294312,146121768,153899496,248634148,195605317,13326377,21907817,321539956,279456972,232103506,134771810,430694659,516617048,2596802,281782393,319431257,171281584,113357210,58862460,7,46539,20738,25801,5819,6488,7930,8840,7408,10056,5184,10101,9466,9413,8433,3945,6667,6117,6946,6845,6744,6651,6569,578,0,0,0,0,0,0,0,0,0,0,14402,390971,251306,303660,339716,114696,1414751,3,11110515
2110016,34158,22001,12146,3756,4371,4186,4500,5188,6020,6126,0,193,14997,7576,10374,710,15285,13893,115,2008,4268,6551,7913,8331,2451488216,1457345993,993049162,268878574,256952225,267525181,292412349,371577664,505958096,487091066,0,9406825,913490761,492256095,940524492,86821655,1041346036,895135834,4551809,75337498,258590472,424514044,552623966,621957138,19,41315,18260,23056,7193,4056,5145,6136,7096,11689,12040,9322,4798,4451,5718,4987,5764,5828,5758,5721,5652,6194,6396,7589,39,2,1,1,0,0,0,0,0,0,5069,66601,37440,45845,57213,20293,232461,3,11110560
2110017,1716,860,856,134,106,188,176,318,383,473,0,96,454,425,351,99,481,587,0,212,385,165,137,167,484862514,249548744,235313770,44536099,42802112,54542562,31060586,99957929,140321755,94992015,0,17017758,98475228,59542237,137016976,84831137,88072781,98742335,0,32129933,70440347,26216547,28075679,29952614,5,352326,163270,189057,53413,46994,56647,66477,53913,74883,77330,71810,59224,57007,54236,32721,49883,49114,50638,50998,51701,50530,49462,650,5,0,0,0,0,0,0,0,0,0,11,124758,89971,102166,106153,21037,444096,3,11110600
2110018,89491,60293,29198,10818,10123,12851,12439,14062,15922,13276,20,5472,36722,27632,18754,891,29441,49342,1250,20564,23842,16353,11497,5287,2129092970,1401592777,727500193,199250274,244523746,322769752,327032411,308016594,353549330,373950863,348838,45666423,816112246,552260543,564102315,150602605,763764841,854527051,9427924,299232712,425555392,310744400,329025923,244305545,45,351245,178170,173075,57566,43565,62244,69894,55124,62855,67804,81039,59528,58843,51366,32665,51811,54433,55026,54275,53251,41973,40477,888,13,1,0,0,0,0,0,0,0,0,60,73545,46065,55809,59316,12311,247106,3,11110600
2110019,97570,83318,14252,14158,16548,18529,17588,16495,8616,5636,0,28983,31827,25171,10289,1300,56425,33881,199,16487,27347,23782,17964,4532,1215048359,880311083,334737276,141893396,159211827,187731015,192335478,199139367,204298724,130438552,0,98963180,364050274,258701521,364235272,129098112,521967755,509814913,2999107,233505620,327368948,200890719,159762233,107256038,24,213280,117672,95607,11416,38558,38547,42616,39448,42695,24118,42892,42511,44929,42090,16739,30451,33672,34431,34916,34452,25129,20230,325,10,0,0,0,0,0,0,0,0,0,57887,1863888,1701807,1834497,2493329,804733,8756141,3,11110615
2110020,107014,87116,19898,16670,17040,18308,17846,17252,11651,8698,1787,12466,40060,14750,29714,8237,54220,50356,2154,44051,14132,13778,22788,7673,1184146164,942851523,241294641,177685465,188281061,202001754,189780511,185102732,148712522,99225862,41599481,92660980,403101396,147294987,367267398,132221922,595173679,500068354,22943864,405258263,145991380,169159895,243883706,108004925,70,1617138,674952,942187,259237,676227,138607,162429,152138,228499,495380,350264,179633,166007,220088,205766,234158,236481,235473,232691,225914,224635,227786,639,16,0,0,1,0,0,0,0,0,0,5711,204998,120549,130258,158752,66532,686800,3,11110650
2110021,87609,65766,21843,12777,12571,13347,13154,13917,13540,8303,1127,3750,29543,20206,28405,4578,38995,45807,2589,36721,17395,9721,14340,4033,1444111181,996616700,447494481,174895659,181343314,198930810,209358619,232088298,276641849,170852632,70727350,26649328,432324776,267896484,469377950,177135293,652683479,650703396,39133069,505946412,251960837,201457569,234678651,70210329,72,915814,406184,509628,129500,376369,100147,101938,96947,110911,225255,179060,111478,115374,163179,121470,127284,129641,130256,129980,129479,135057,134114,387,9,0,0,1,0,0,0,0,0,0,38703,334926,206364,234165,311666,164786,1290610,3,11110650
2110022,19302,16495,2807,2993,3323,3338,3441,3400,1879,928,4,1612,10838,3546,3100,202,8808,8268,147,2081,3331,4273,3600,3650,391798525,341148053,50650472,62739993,69953119,67077993,70392617,70984331,35406271,15244201,130841,13205348,244312823,40993426,84890566,8265521,157465915,133870584,1167451,24392891,43508349,61706894,71626174,88934742,21,673924,295913,378010,150967,139276,78887,97161,89068,118565,183240,149721,81311,77565,99753,82334,97233,98826,99254,98385,95227,90799,94197,537,9,0,0,2,0,0,0,0,0,0,30977,540410,284272,305072,345144,121511,1627386,3,11110650
2110023,149347,130497,18850,22891,26290,27292,27434,26590,11035,7815,204,35565,62090,22695,23977,3752,63639,76550,486,34323,47322,30113,19569,8372,1504601317,1333037495,171563822,219524605,282909978,272410749,280019049,278173114,111005612,60558210,8846312,164270408,767061101,201402205,289932960,60778147,579600202,631437690,3682748,205527854,338478865,298452741,249436589,115459099,39,274746,125425,149321,23289,61982,54192,47403,40500,47379,33192,61791,50666,51100,52130,25866,39502,43600,44684,44366,41719,31651,29223,186,10,0,0,0,0,0,0,0,0,0,116429,2113836,1410267,1741459,2404938,1021397,8808326,3,11110640
2110024,55940,40377,15563,7679,7720,8481,7853,8644,8014,7549,0,1697,24250,11871,17167,955,21951,27783,397,8292,9665,10074,11373,9920,1328457759,940060932,388396827,186757279,177185046,189503659,192368124,194246824,204951091,183445736,0,25853628,615952637,229549042,426827189,30275263,526736743,568603727,6111864,148615439,188065013,225947370,267325020,259275765,26,303165,134322,168843,57621,62374,37923,45734,41809,57701,65479,62480,42579,41649,55303,35673,43228,43937,44015,44256,43345,41717,42668,928,9,2,0,0,0,0,0,0,0,0,67321,732448,475918,555856,729428,344805,2905776,3,11110650
2110025,22473,19331,3142,2904,3915,3888,3952,4672,2064,1078,1752,1609,9836,1995,5450,1831,13680,3963,0,1651,2863,4653,5748,2729,632070878,514716625,117354253,77684846,96374108,104383727,99513261,136760683,78622214,38732039,68167690,27363029,170191755,53122742,248960094,64265568,367618180,134794790,0,50667015,83473971,127859223,162760779,77651982,12,148614,78926,69690,8881,25742,22727,23641,29472,38154,29796,31928,24354,23451,24764,14322,21456,22843,23386,23206,22523,18297,16904,213,6,1,0,0,0,0,0,0,0,0,109543,1644734,1277756,1412966,1706319,454825,6606143,3,11110630
2110026,724,664,60,108,118,117,148,173,30,30,0,0,659,10,25,0,225,154,0,20,143,108,55,50,31696894,28645090,3051804,6476148,4889007,4654253,5562648,7063034,1525902,1525902,0,0,29078875,280684,811433,0,7292684,4786941,0,265374,5496305,3174283,1944376,1199287,5,158435,82970,75464,9178,27894,22644,24748,30896,43074,19620,36640,29303,28662,30703,13503,23107,25154,25795,25613,25224,18742,14799,190,4,2,0,0,0,0,0,0,0,0,159627,2743065,2230194,2415013,2679676,710338,10937913,3,11110630
2110027,39979,22799,17180,3914,3567,4453,4651,6218,8954,8226,394,575,9452,10455,14722,4369,13277,25733,704,16616,12258,5313,3258,860,502334825,285418434,216916391,48532798,45735744,52005090,61816907,77407167,112906867,104009524,22331894,4992168,94434631,97054716,170370563,112791798,183466649,298470470,6053714,204152335,154549298,61738359,42650400,12793013,42,319217,133023,186195,35073,91259,58099,43888,40692,50208,59456,51395,43641,53879,74985,35862,40223,41915,44956,44620,45333,51588,50585,617,5,0,0,1,0,0,0,0,0,0,104207,1728504,1326517,1671372,2356643,1078540,8265783,3,11110640
2110028,41139,33186,7953,5681,6537,6810,7037,7121,5152,2801,204,4444,20544,7834,7043,1046,20462,17858,405,8166,8171,9420,7591,4563,870793858,739707444,131086414,285136172,105925649,129575800,100219938,118849885,80612843,50473571,9990541,57254653,372667978,129416115,242681616,58417182,272309940,445910464,3140197,103590405,110274479,327224954,114940874,59049492,39,1904823,945677,959146,171771,320295,276330,273128,348130,515170,497566,416316,249132,234459,283484,223865,278077,278435,279502,280474,273633,252670,262032,704,14,1,0,2,0,0,0,0,0,0,35408,336398,182729,220831,316098,126457,1217921,3,11110640
2110029,17592,13034,4558,2027,2278,2748,2537,3444,3236,1322,638,276,3040,2319,7416,3777,9978,7208,156,3509,3179,3351,4547,2441,622870807,451864938,171005869,62370633,75126946,93509770,85876671,134980918,123217854,47788015,32599549,4567360,64925060,54901337,291963541,170595681,367885532,234797313,6284572,123017478,109863836,118132511,152614017,92770432,32,2910511,1339353,1571159,262308,420191,370145,386237,617581,854048,833302,613535,326030,317530,448981,371132,417939,412213,411045,412363,409763,418882,428305,235,17,0,0,0,0,0,0,0,0,0,213432,1856234,1427996,1546230,1742523,607103,7393518,3,11110680
2110030,15906,9196,6710,2026,1590,1525,1860,2195,3300,3410,48,74,4803,3613,5994,1374,8068,7827,161,4277,4863,2901,2319,1375,617572245,355267971,262304274,75138148,57532566,56165370,75120455,91311432,135026152,127278122,4000655,1447667,161258076,132577342,250513530,67774975,331831693,282008220,4807514,149663639,197043830,104738174,107897375,49689380,12,198503,94679,103824,13766,29137,24651,23949,42623,64377,47450,40851,24858,24493,34264,26589,28215,28662,28676,28309,28510,28179,27953,10,9,0,0,0,0,0,0,0,0,0,260215,2507519,2119541,2282922,2340296,774571,10285064,3,11110670
2110031,24291,17911,6380,3350,3487,3808,3413,3853,3370,3010,90,3571,5290,4409,8580,2351,10538,13131,341,3214,4897,4448,7251,3516,416073653,301407025,114666628,54123828,61991613,61807705,52901787,70582092,64256070,50410558,4011203,35506247,84998583,62048095,169528355,59981170,211804549,174275925,3640222,45437188,65206418,75090632,133058095,63647922,14,88863,40622,48240,12848,10408,13797,13673,15482,22657,17204,18063,11540,12115,18651,11289,12495,12309,12265,12212,12305,13368,13909,44,12,0,0,0,0,0,0,0,0,0,16634,399056,198140,234253,337468,136301,1321852,3,11110690
2110032,3131,2672,459,469,582,562,493,566,225,234,97,286,1890,433,409,16,1589,1224,11,287,581,740,483,711,172459376,160361543,12097833,11229665,22916179,80434106,21538384,24243209,6787395,5310438,3055968,20203908,53670734,51313562,43462884,752320,57005517,39793618,98722,11805263,28501251,20041539,14008578,22343782,6,90245,45771,44475,3836,12396,17594,19657,17316,19443,23688,20197,13366,11875,11724,9395,13530,14534,14470,14088,13340,9974,10308,31,4,1,1,0,0,0,0,0,0,0,329015,3595702,2684883,2903900,3431145,1199447,14144092,3,11110670
2110033,32122,20682,11440,4077,4161,3787,3800,4857,5018,6422,45,1185,14017,8234,8398,243,18620,11784,81,2508,6666,8525,7772,4854,663939848,422716546,241223302,87660177,72653982,94341667,79793238,88267482,103656661,137566641,1091895,37409108,294698010,170658622,156452247,3629966,343717622,226557920,920845,45273355,120424330,164942746,148880027,89834240,8,644445,302585,341860,68843,87135,95630,100173,123056,169608,143416,131683,81964,84031,121418,81935,93107,93092,93167,93363,91824,90399,89493,166,12,3,0,0,0,0,0,0,0,0,141129,1295223,1065263,1164527,1191092,411798,5269032,3,11110700
2110034,1102,645,457,45,117,119,138,226,196,261,0,6,543,231,291,31,678,297,0,88,175,143,272,297,81002745,52787717,28215028,12442167,6317324,3766721,12687410,17574095,23960701,4254327,0,82022,13260698,24960603,36737024,5962398,48524575,12799105,0,2227224,5949137,8664244,16097924,28385151,3,286718,145002,141716,14584,41851,58769,61391,51521,58603,73200,64072,42381,38673,38627,29765,42403,45035,44897,43862,41998,33834,34689,41,4,1,0,0,0,0,0,0,0,0,274653,1468436,1266753,1360730,1391806,539227,6301605,3,11110670
2110035,63681,48007,15674,8538,8636,10556,10066,10211,8398,7276,1270,6585,17395,11803,19702,6087,34884,26695,896,14428,11830,10511,14194,9719,912166711,658882026,253284685,127241165,111762390,137800529,136572926,145505016,135090795,118193890,59299963,31831652,154736057,104549366,351241488,204151246,557430007,309382298,5260866,134434738,152567916,171848496,234786039,167914254,41,822119,427097,395022,56916,111774,120376,131608,164230,237215,236174,175768,92826,86823,119088,111442,116075,115584,115798,115216,117549,119383,122517,276,12,1,0,0,0,0,0,0,0,0,241940,2306326,1646975,1784179,2119664,689971,8789055,3,11110710
2110036,60276,37868,22408,6381,7265,7651,7603,8968,10318,12090,277,8658,20107,15497,12881,2856,41696,17058,399,7768,7207,9260,14122,19997,772561669,521120096,251441573,92981803,92119914,102865658,108960257,124192464,122578957,128862616,9066215,51444124,227432865,141522434,266617042,76478989,516706669,212894798,2196676,59922122,72230306,111984790,223052340,260215234,21,326554,167456,159096,17466,73212,56568,47890,53673,77745,73677,69124,50406,50050,49221,34075,45464,46092,46458,46237,46714,47139,48451,65,4,0,0,0,0,0,0,0,0,0,262504,2439729,1727698,1867492,2223421,718757,9239601,3,11110710
2110037,8830,6375,2455,1070,1235,1359,1101,1610,1350,1105,87,10,1484,768,4469,2012,5480,2556,22,814,1036,1819,2836,1509,370804369,277229790,93574579,53000855,65466570,59807825,38472465,60482075,53971410,39603169,2577934,298221,56253354,29480080,183378361,98816419,208390207,96124201,611315,21333888,34830941,70176551,125344854,52216863,23,828447,388453,439993,117740,104991,119630,121362,145738,218984,242327,170145,89693,88183,127424,110673,118411,117223,117377,116704,115680,119059,123990,208,16,0,0,0,0,0,0,0,0,0,223364,1803533,986034,1074543,1574665,523573,6185712,3,11110710
2110038,357597,304094,53494,50402,60563,63294,66115,63720,29308,24186,206,83525,164333,59351,48004,2178,152167,168379,4896,48954,85948,93755,60874,26116,5500796134,4426739657,1073955677,704789360,846922185,929815290,986894712,958318110,571071604,502884073,3312288,529362969,2836675429,806527305,1138832486,186085657,1931254790,2158746182,37493973,528387216,1036836165,1137737874,874290427,475255325,47,117622,57673,59947,15115,16436,25759,27536,18717,14059,9356,29187,27235,26020,19562,6259,18273,20419,20927,20654,19097,10036,8214,2636,6,2,0,0,0,0,0,0,0,0,148134,2287707,823242,960361,1830017,488724,6538185,3,11140520
2110039,4793,4537,256,865,944,947,896,885,230,26,139,294,3422,273,433,232,3164,1216,16,337,1600,1037,978,413,102716218,95355813,7360405,18915143,19752336,19105841,19735422,17847071,6119798,1240607,6315815,6203549,61997297,3726352,11363594,13109611,60515038,24684093,735771,6812154,31496684,22865536,14250557,9038426,9,109536,52843,56693,7820,15028,22523,23523,17156,23487,18806,25146,18338,18111,18511,10625,16616,17624,17761,17285,16619,11734,11896,49,5,0,0,0,0,0,0,0,0,0,93716,778987,691921,782575,854638,271139,3472976,3,11140540
2110040,53797,49808,3989,7500,10588,10560,11011,10149,2846,1143,0,8764,31134,6210,6839,175,25399,22939,234,7811,16827,13088,7142,3236,937456542,829949572,107506970,128264684,192780333,207389777,143087521,158427257,68381735,39125235,0,76758004,458809544,175599944,179669854,20437352,395314006,240292001,1691889,82525064,187867074,185870177,98616865,79034939,15,110586,54431,56155,9554,13318,22530,24634,16551,23998,16575,25782,19556,19534,19151,9988,17009,17876,17921,17662,16807,11809,11503,165,9,0,0,2,0,0,0,0,0,0,29434,268904,202748,222741,260028,99539,1083394,3,11140540
2110041,154872,105554,49318,20448,18374,21456,21328,23948,27025,22293,0,4581,78562,21960,45213,4556,68898,74358,2207,28042,38081,33460,25727,15731,5036832587,3403543899,1633288688,617103559,539742965,658919335,647856779,939921261,922592987,710695701,0,71559457,1802768978,526798515,2178859179,456846458,2299411317,1842998601,23306307,698080778,1267784723,1018842445,712801163,421594509,37,168457,79008,89449,25772,30636,29721,28973,23254,30101,34667,37585,27932,25629,26597,16048,24393,25373,25724,25408,24524,22106,20929,967,12,1,0,1,0,0,0,0,0,0,30994,1113529,741945,862008,1341250,369764,4459490,3,11140550
2110042,10479,10057,422,1803,2175,1998,2086,1995,416,6,6,189,7975,718,1357,234,5837,2320,25,950,1892,1470,2323,1497,354025232,337382613,16642619,35055478,51042105,89509391,83800071,77975568,15909672,732947,360155,2727571,228092408,28384463,66263974,28196661,115107562,70009880,296970,21759062,36333733,28468136,58320171,39939375,8,250195,132869,117326,22671,57520,43995,41621,40495,43894,40216,53115,45626,45244,43778,22215,37108,40709,40978,41102,38698,27210,24389,994,5,0,0,0,0,0,0,0,0,0,2438,16875,4913,4754,8228,3454,40662,3,11140570
2110043,29619,27910,1709,4566,5688,5605,6651,5400,1373,336,27,2559,19557,3292,3587,474,15550,8660,429,5326,4722,4264,5856,3611,617361621,575448214,41913407,85303921,121397298,113273068,145274480,110199447,28118631,13794776,1155121,27785143,383345014,43588489,132472056,25217083,240632356,111876788,3109074,58683427,73260047,64004176,77666729,75785685,24,516460,275538,240923,51621,180606,82257,70685,64050,67243,132845,115273,73008,66597,72899,55840,75032,79828,79827,80558,75691,63880,61644,1202,16,1,0,1,0,0,0,0,0,0,43157,695633,368446,408546,689863,233738,2439383,3,11140580
2110044,5370,4913,457,943,1012,1161,972,825,334,123,0,28,3657,223,1289,173,2746,1049,9,380,802,1060,851,696,315632304,290312762,25319542,50344865,58298828,53360223,58848822,69460024,21205287,4114255,0,263943,111835011,12914484,159370709,31248157,92915537,31149726,169678,6252034,29719087,29797717,28776364,29350381,4,117844,59585,58259,7335,30554,23181,20581,16327,19867,18722,25816,21251,20839,20734,10485,17030,18537,18596,18703,17478,13894,13608,405,0,0,0,0,0,0,0,0,0,0,35504,685056,360202,399931,681176,227105,2388974,3,11140580
2110045,106801,94427,12374,16637,18439,19371,20682,19298,6987,5446,1365,3538,62812,8926,22565,7565,58184,37724,513,20871,27515,19454,16856,10700,2734086730,2368878709,365208021,356267171,448634982,490372803,528804893,544798860,205431090,162227368,97963851,67322591,1107115219,171428116,829182880,460492414,1427522124,774275997,8741242,447977279,595867228,456389065,425295833,267527469,52,438603,212407,226196,27269,87721,84026,80397,67047,92142,109243,98400,62375,58024,63074,47489,63367,66637,66660,67073,64113,55586,55168,234,8,0,0,0,0,0,0,0,0,0,76584,838265,461077,509767,847799,297790,3031282,3,11140580
