상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대0006매출건수,시간대0611매출건수,시간대1114매출건수,시간대1417매출건수,시간대1721매출건수,시간대2124매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대0006매출금액,시간대0611매출금액,시간대1114매출금액,시간대1417매출금액,시간대1721매출금액,시간대2124매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대0006생활인구수,시간대0611생활인구수,시간대1114생활인구수,시간대1417생활인구수,시간대1721생활인구수,시간대2124생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대0006유동인구수,시간대0611유동인구수,시간대1114유동인구수,시간대1417유동인구수,시간대1721유동인구수,시간대2124유동인구수,총유동인구수,분기코드,행정동코드
2110012,164078,118094,45977,19441,23492,24984,23544,26633,26590,19387,60,14083,77080,37242,30620,4938,58639,84202,1074,27856,39369,30503,26977,17066,5341008577,4161811374,1179124308,544306284,858587386,890171529,831389749,1037356426,808078929,371045379,5997106,137803868,1933287900,724529446,1563139718,975429480,1626184565,1884190297,16810402,613899985,1008245986,712023900,655726398,503668191,91,599083,263628,335454,56373,79042,117362,125490,99535,121280,119924,129193,96607,93194,100630,59534,86449,91912,92344,92242,90151,73197,72786,1061,11,2,0,0,0,0,0,0,0,0,69638,714569,379264,448166,630279,196257,2438173,4,11110530
2110014,12263,8282,3981,1213,1768,1601,1882,1818,2033,1948,0,806,6801,2570,2054,32,5697,4771,48,1070,1809,2542,2547,2452,491292855,296409582,194883273,33615411,53564143,61753905,68321355,79154768,102565136,92318137,0,12930284,273185012,91814961,111972733,1389865,207815532,163606442,1359924,16646414,56472861,93867769,106475656,96599353,9,63182,31707,31476,15406,7479,7254,10332,8875,13837,8701,15368,12505,11539,10263,4807,8790,8627,9441,9294,9293,8885,8850,194,9,3,0,0,0,0,0,0,0,0,6220,213873,117760,155178,119683,34230,646944,4,11110515
2110015,33073,19739,13334,3925,2946,3553,4432,4883,7464,5870,0,2229,13106,12098,5137,503,10587,20856,267,10635,9739,4574,3583,2639,1106592612,665289381,441303231,146475758,86314214,74591855,153991966,203915588,265817857,175485374,0,24081182,328226123,317326704,219865077,217093526,438482853,570968713,7614939,346808152,377948182,120087694,101570804,55421794,7,48668,21452,27217,6473,6678,7989,9297,7354,10879,5141,10489,10174,10077,8809,3977,6646,6287,7337,7242,7210,7076,6871,578,0,0,0,0,0,0,0,0,0,0,15636,398445,258521,306212,335643,117858,1432315,4,11110515
2110016,22934,15109,7825,2507,2736,3233,3322,3311,3943,3882,0,135,10677,5153,6392,319,10410,8932,27,1358,2662,3736,5401,6148,1317675120,785175142,532499978,114640240,129586497,167388971,183025266,190534168,259169171,273330807,0,5772237,534746678,267371541,475176844,27754683,572865949,469283281,573759,44302384,130288272,202401257,294062773,370520783,18,61999,26657,35342,9398,8688,7415,9007,10476,17017,16383,13842,8157,7814,8913,6890,8993,8809,8702,8521,8086,9306,9583,7589,39,2,1,1,0,0,0,0,0,0,5105,71289,40115,47124,57906,21859,243398,4,11110560
2110017,429,300,129,82,73,27,36,82,120,9,0,0,174,64,182,9,136,174,0,63,63,27,72,82,118842842,89594971,29247871,25417466,15969136,6320167,4368485,37519717,27743069,1504802,0,0,34318597,13935374,48427248,22161623,46466447,41012683,0,13524973,13160173,12047532,11336171,37410278,2,367212,168445,198766,53933,51066,57764,68220,57665,78568,77898,73948,65484,63074,54043,32766,50473,50004,52866,54214,53880,54492,51284,650,5,0,0,0,0,0,0,0,0,0,12,120186,83099,97851,99626,20034,420808,4,11110600
2110018,104852,65661,39191,11301,12432,13329,13276,15323,22465,16726,5,5393,40619,37235,20613,987,36251,58891,1565,26737,27034,17921,14866,7019,2474400748,1565646755,908753993,217002032,313996896,319925226,356420544,358302057,509155501,399598492,136608,49111104,861316886,725654730,684220277,153961143,825412617,1120089228,14049213,448266892,513215368,355936876,368204979,245828515,45,378199,189894,188303,60683,47473,65892,72476,62413,69262,71930,86588,66056,65436,54301,33888,53848,58166,57788,58500,57708,47490,44699,888,13,1,0,0,0,0,0,0,0,0,58,71447,44914,55981,55459,11433,239292,4,11110600
2110019,97468,80738,16730,12882,17369,17190,17193,16104,11618,5112,5,28521,30462,27930,9406,929,54460,34646,222,15972,25107,25396,17081,5325,1330524087,915643855,414880232,173024587,158424571,191897018,177086203,215211476,252432400,162447832,1530891,98473090,410389727,311612099,389202957,114880225,539830226,545570884,2696209,260418825,328089314,198324303,170971837,124900623,32,222044,122071,99974,12104,40695,40382,43394,41081,44390,23822,43873,45386,48322,43564,17078,31230,34909,35367,36008,36061,26979,21490,325,10,0,0,0,0,0,0,0,0,0,69133,1915834,1853673,2104703,2764440,887838,9595621,4,11110615
2110020,127783,104053,23730,20028,20744,21941,21381,19959,13588,10142,2137,14278,49890,20101,34207,7170,64424,61282,4373,56389,14860,13758,26757,9566,1424086252,1097835486,326250766,220304945,197378204,233920930,219797382,226434025,198895960,127354806,51279764,96853107,502719340,189558552,465862441,117813048,745644031,612755351,51018912,523351349,181641756,163028574,292316235,147042556,69,1700735,700114,1000623,265523,757987,141283,156692,154673,224578,524649,366407,188714,170927,231207,218832,244879,247042,247618,245480,236330,236122,243265,639,16,0,0,1,0,0,0,0,0,0,5034,217065,126361,131922,160888,68775,710045,4,11110650
2110021,86603,58644,27959,11005,12100,12308,11374,11857,16609,11350,1602,4300,26966,22096,25492,6147,41052,43342,4253,34890,16037,10397,14920,3898,1651899126,1039818899,612080227,170843145,202241258,204242958,217604434,244887104,359651078,252429149,94387074,32951822,414113629,297572597,558094218,254779786,814498830,712063230,59032015,545308151,287727316,252579903,303258295,78656380,72,1008423,440674,567749,146759,434218,106462,105455,102520,113010,237603,198413,130143,130710,181458,130094,138872,142295,144234,143538,143266,148148,148069,387,9,0,0,1,0,0,0,0,0,0,40134,363397,234320,263007,332351,173255,1406464,4,11110650
2110022,18276,15168,3108,2875,3126,3042,3028,3097,2051,1057,4,1791,9863,3339,3075,204,8358,7565,95,2129,2644,4081,3702,3271,401291257,338906435,62384822,58820719,61840606,78792687,68411982,71040441,43315359,19069463,104673,15848375,226384288,48400732,97135654,13417535,166251366,135783862,833093,33565718,43206774,67713739,75008773,81707127,21,685565,302708,382856,156052,143829,78243,97344,90073,120022,188593,153357,81770,77941,100506,83398,98611,99748,100316,100119,97823,92990,95958,537,9,0,0,2,0,0,0,0,0,0,30826,567432,291353,313870,346598,124688,1674767,4,11110650
2110023,158426,136017,22409,24185,27511,28804,28766,26751,13503,8906,243,32369,69027,26342,27210,3143,69915,79897,1205,37668,47588,31256,22526,9572,1589576084,1409119961,180456123,236039312,287203462,306052975,296571724,283252488,123158414,57297709,17924748,181686121,797310392,226221580,305451032,60185519,629337867,683632695,7280362,247048365,353027680,312335861,276317509,116960781,36,282359,128504,153855,26494,64486,55518,48000,41408,46453,32732,63577,54392,53836,52450,25371,39765,44870,45731,44919,43574,32539,30962,186,10,0,0,0,0,0,0,0,0,0,124319,2270226,1590681,1958764,2566093,1068221,9578304,4,11110640
2110024,53367,36911,16456,7759,6653,6975,7886,7638,9025,7431,0,1458,22630,11545,16724,1010,20288,27088,319,8405,8891,9325,10976,9463,1376398404,935731133,440667271,221873192,164345597,166621931,195666525,187223888,244975390,195691881,0,25118293,623630858,250074154,441578434,35996665,531839214,606579768,4923255,163006358,195539679,215006912,274192544,285750234,26,308893,135104,173789,59643,64711,37969,47024,41526,58022,67109,65045,43160,42136,55491,35952,43750,44409,44371,44654,44358,43264,44088,928,9,2,0,0,0,0,0,0,0,0,67674,770945,504980,593215,757498,359192,3053504,4,11110650
2110025,21211,18124,3087,3344,3591,3423,3908,3858,1996,1091,1752,1813,9684,1558,4930,1474,12603,4202,4,1477,3253,4307,4783,2981,612373191,468888876,143484315,80566117,91652559,81007218,104418972,111244010,95918686,47565629,76210840,29292471,181079152,32373469,239544079,53873180,347080640,145468668,38438,40927009,89156118,121581888,144468338,96377519,12,163502,86882,76620,10893,27626,25176,26143,32710,40952,32120,34751,27182,26291,27451,15706,23515,25131,25362,25186,25072,20723,18510,213,6,1,0,0,0,0,0,0,0,0,112150,1693621,1386309,1587649,1826975,476426,7083130,4,11110630
2110026,1005,975,30,168,183,184,219,221,15,15,0,0,898,25,67,0,341,271,0,35,133,133,169,142,38321038,37494296,826742,9425883,5348309,6670076,8099012,7951016,413371,413371,0,0,36152115,530748,1224804,0,9318713,6562906,0,1168667,3939785,3546827,3837717,3388623,5,171418,89936,81480,10455,30661,24776,26671,33638,45216,20608,39119,32081,31565,33275,14769,24929,27189,27452,27498,27529,20726,16095,190,4,2,0,0,0,0,0,0,0,0,170437,2832303,2421516,2716329,2920556,774828,11835969,4,11110630
2110027,40285,23016,17269,3214,4447,5101,4542,5712,9787,7482,384,472,11364,11078,13857,3130,14049,25397,888,15728,12733,4814,4181,1100,580177629,349802600,230375029,50989059,73227261,71805021,67710047,86071212,136438207,93936822,25135439,3987448,150336552,105159394,189878605,105680191,212569012,327496761,7811666,205809182,172696982,70358793,64192514,19196636,34,330755,138197,192558,37903,95649,59614,45129,41655,50804,58835,52194,46506,56748,79396,37077,40052,42637,47136,45057,47900,55046,52928,617,5,0,0,1,0,0,0,0,0,0,111355,1864224,1489105,1865595,2529690,1135932,8995901,4,11110640
2110028,36847,27385,9462,5331,5301,5191,5462,6100,6125,3337,262,3652,17136,8732,6091,974,16977,16964,389,7907,7507,7454,6265,4425,711198508,525591964,185606544,85155088,92135047,97662810,107152296,143486723,120368864,65237680,13764256,42395469,295896504,167701141,140730500,50710638,252615149,242418808,4013566,101462923,120168722,111430785,101680335,56277616,39,1979215,972420,1006795,191200,334574,289043,278637,360053,525708,526118,430567,257219,239466,292803,233043,286870,289203,289391,287808,282915,266423,276606,704,14,1,0,2,0,0,0,0,0,0,35955,349694,191594,235441,315123,121627,1249434,4,11110640
2110029,20496,14651,5845,2753,2392,2838,3057,3611,3961,1884,265,286,4124,2745,9449,3510,12126,7656,371,3453,3542,3925,5729,2766,779836656,544373558,235463098,92665333,86541996,104505920,111366006,149294303,162018361,73444737,12042491,3062233,85203054,97253976,404198159,177733672,455764761,291929545,8965772,109288428,134993417,154667520,221834279,117944890,32,2978654,1370468,1608187,279594,439228,369491,391978,641517,856846,852556,629470,331999,321511,460367,382751,427773,421445,418716,421718,416654,430170,442180,235,17,0,0,0,0,0,0,0,0,0,228730,1919228,1539190,1713521,1868718,641974,7911361,4,11110680
2110030,12323,6753,5570,1425,1280,1123,1353,1572,3247,2323,24,72,3936,2735,4886,670,5855,6335,185,3560,3006,2219,1887,1332,525016666,272942005,252074661,57712987,51489417,42911981,57801312,63026308,154994903,97079758,4424967,1826642,143132991,110940143,230899122,33792801,259881402,258600861,5385187,139562878,129208686,100567723,82533876,61223914,12,190089,91297,98791,12723,28574,23567,22823,41613,60791,45054,38656,23815,23862,33213,25489,26874,27233,27267,27162,27221,27231,27102,10,9,0,0,0,0,0,0,0,0,0,279567,2594931,2302302,2585134,2495980,820049,11077963,4,11110670
2110031,25846,18297,7549,3400,3360,3687,3960,3890,4153,3396,84,3899,5637,4630,9252,2344,11942,13160,269,3949,5614,4904,6706,3663,485378115,327601739,157776376,61405923,62615210,62899929,63956574,76724103,92340362,65436014,3693172,41580635,102890721,70290095,210382113,56541379,245833674,203503654,2116200,51222155,86138044,95561044,137065401,77234484,14,92338,42225,50113,13034,10442,14038,14010,16830,23985,18989,18775,11610,12211,18888,11866,12988,12686,12698,12700,12686,13743,14837,44,12,0,0,0,0,0,0,0,0,0,17718,426270,227391,266161,367250,141543,1446333,4,11110690
2110032,3325,2889,436,619,570,545,573,582,302,134,115,240,2065,430,469,6,1624,1316,10,274,439,859,456,906,495577206,483825734,11751472,16710214,21552904,119761034,109065311,216736271,8747952,3003520,3739540,205912594,218119448,52561799,15105962,137863,50590725,36181067,218033,8667717,16194049,23546222,13817139,24328630,5,94150,47624,46525,4095,12555,18586,20737,18177,19999,25176,21073,14027,12445,11613,9814,14365,14968,14746,14719,14029,10460,10863,31,4,1,1,0,0,0,0,0,0,0,356113,3732812,2919007,3270925,3665207,1278815,15222879,4,11110670
2110033,4054,3298,756,782,573,562,768,613,591,165,25,32,1810,726,1246,215,2043,1693,15,811,1034,656,736,486,94099405,81358686,12740719,11523205,28414316,19901129,12137292,9382744,9917663,2823056,593838,503095,43088229,26614712,19687811,3611720,29981562,25676764,159997,11450040,14439502,10462895,12568417,6577473,7,647619,302037,345582,75048,85014,94145,97246,124608,171557,142360,131253,81853,85621,123455,83075,93954,93779,93425,93450,92584,89885,90544,166,12,3,0,0,0,0,0,0,0,0,147943,1346875,1161127,1343407,1236361,420961,5656674,4,11110700
2110034,1319,675,644,74,174,145,126,156,315,329,0,0,682,266,289,82,899,344,0,114,177,264,307,381,79868412,58076246,21792166,8600921,12448660,8524020,15111049,13391596,16136738,5655428,0,0,19457271,9049483,39752333,11609325,54163672,15641224,0,2757214,11155046,16094495,16031718,23766420,3,299711,150697,149014,15753,42997,61471,64725,54092,60675,77214,67087,44816,40779,38670,31145,44889,46500,45932,45969,44230,35651,36540,41,4,1,0,0,0,0,0,0,0,0,287833,1514769,1369833,1546723,1427037,547221,6693416,4,11110670
2110035,60685,46684,14001,8574,9372,9316,9754,9668,8059,5942,1409,5415,18154,10948,18598,5404,33544,25113,1156,13489,11037,10526,13108,9337,974599185,697419236,277179949,123722125,124786776,168915588,138153883,141840864,158261743,118918206,63003018,33510360,172060620,100646141,366863543,231670684,587528884,345257658,6706204,149009816,156557765,173482082,291611893,155418781,41,839193,436510,402683,56940,116206,122867,134971,168761,239448,238879,180130,96531,91056,119556,113040,118113,117426,117218,117454,118855,123066,127064,276,12,1,0,0,0,0,0,0,0,0,250857,2411648,1783337,2033089,2223246,709328,9411505,4,11110710
2110036,54330,33508,20822,5709,7335,7097,6414,6953,10511,10311,229,6854,19815,14215,10869,2348,37190,15863,415,6195,6823,8630,13117,17873,827835886,538879269,288956617,95748642,106201358,114285438,101460310,121183521,143593845,145362772,9016535,48835667,261731211,149767235,275883437,82601801,560387386,235028096,2547975,56273254,80162404,125074999,260896534,270460317,21,324356,165926,158429,16833,70719,56117,48245,53515,78926,70320,67996,52267,51886,48341,33546,44553,45459,45566,45742,46427,47942,48668,65,4,0,0,0,0,0,0,0,0,0,270995,2545271,1867763,2120878,2328608,738822,9872337,4,11110710
2110037,8963,6466,2497,1117,1034,1392,1321,1602,1450,1047,50,24,1793,943,4391,1762,5495,2833,18,689,1351,1935,2634,1701,418014645,305484028,112530617,40826689,44646712,77230569,64034675,78745383,75964946,36565671,6674947,1175490,85565323,54460466,194438182,75700237,244146940,125564154,478907,20249264,70340360,87009308,126950392,64682858,23,836872,396541,440332,118434,102040,121665,123542,148898,222295,245427,170759,89895,88252,129024,113517,120124,117427,117520,117873,116260,120988,126681,208,16,0,0,0,0,0,0,0,0,0,228987,1886165,1051132,1183104,1656429,538278,6544095,4,11110710
2110038,383338,319995,63343,54665,66866,67889,68588,61987,35383,27960,89,82657,178891,66184,52855,2662,158686,183332,5789,51205,94781,95942,65101,29199,6437635776,5066601131,1371034645,815333448,1038589123,1044126071,1126537772,1042014717,767608051,603426594,4053063,569964287,3234940224,964967283,1363922476,299788443,2203403981,2515503504,43370049,633226951,1168649076,1248482232,1041700080,583479100,49,122528,60347,62180,16809,16376,26311,28468,19764,14802,9291,29872,28936,27518,20604,6307,18537,21152,21259,21543,20176,11177,8684,2636,6,2,0,0,0,0,0,0,0,0,150594,2392987,913290,1072127,1916118,519311,6964427,4,11140520
2110039,5536,5303,233,736,1115,1156,1113,1183,212,21,182,600,3788,228,379,359,3313,1689,27,561,1420,1671,950,375,118173767,110009662,8164105,16324750,25868690,20505468,22341819,24968935,6652284,1511821,6850134,5542220,68103607,3289958,13622460,20765388,62807554,37113693,599825,14734815,29934141,32331705,15895764,6424997,9,105899,50878,55022,8094,14715,20694,22763,16493,23141,18821,23457,17306,17397,18447,10473,15388,16695,16845,16688,16096,11969,12220,49,5,0,0,0,0,0,0,0,0,0,95382,802513,752346,876439,935148,291720,3753548,4,11140540
2110040,50164,46242,3922,7696,9994,9294,9673,9585,2603,1319,7,7328,28841,6412,6280,361,22597,21486,216,7636,13230,14493,5923,2587,925178663,809339069,115839594,124378863,151415912,156178036,203189843,174176415,68408958,47430636,325599,95502277,468433466,84828819,206635441,33546486,400555983,258846619,3843659,89441747,177129686,206106122,121199775,61681616,14,108020,53184,54836,10500,13145,20539,23700,16399,23738,17243,24144,18843,18933,18934,9924,15398,17003,16899,17037,16423,12820,12439,165,9,0,0,2,0,0,0,0,0,0,28438,281786,231548,267015,288204,89992,1186983,4,11140540
2110041,174377,111209,63168,19732,19792,23863,24495,23327,38729,24439,42,4527,91135,31362,43797,3514,70761,89432,2879,34255,38908,36303,30161,17690,5965403008,3698933258,2266469750,554722627,635053995,764720940,875852162,868583534,1433604529,832865221,341342,73957496,2325653811,908923831,2072179240,584347288,2661750901,2259929341,36393786,825911128,1237120266,1162582762,954048578,705623721,37,181133,81638,99496,30423,33670,29871,30581,24455,32134,33353,40038,32964,29676,29159,15941,25164,27149,27483,27457,26658,25065,22157,967,12,1,0,1,0,0,0,0,0,0,36725,1293078,988070,1212461,1852487,547766,5930587,4,11140550
2110042,12397,11969,428,2145,2734,2469,2343,2278,419,9,63,156,9619,809,1301,446,6755,3131,128,1480,2901,1259,2524,1588,402894841,377452289,25442552,52804910,96372000,72390158,93529444,62355777,25235136,207416,6641907,2338161,238760104,26102793,69541218,59360109,161428934,82560046,2482881,40120671,68501778,27876935,61404001,43602720,9,269013,142053,126961,24325,70736,43831,42878,40963,46280,43244,55570,49577,49277,47319,24026,39668,43817,43915,44150,41211,29546,26706,994,5,0,0,0,0,0,0,0,0,0,2600,17026,5786,5872,7936,3381,42601,4,11140570
2110043,28275,26599,1676,4714,5887,5438,5445,5115,1334,342,45,2491,19004,2890,3269,432,13886,8910,733,5262,3951,3764,5185,3901,702355585,642455898,59899687,95369445,142294643,122688552,138188822,143914436,41946478,17953209,2247429,35736695,441972489,49891887,142134198,26924540,239157827,120469887,5482234,58649155,72046924,63998880,73138497,86312030,23,584186,308085,276099,61829,222069,87511,73068,69658,70050,146098,128680,84370,77368,84496,63173,86674,90738,89992,90991,84941,72105,68746,1202,16,1,0,1,0,0,0,0,0,0,43916,778157,463668,527743,770684,247874,2832042,4,11140580
2110044,6317,5668,649,1125,1284,1146,1182,931,532,117,0,21,4083,360,1677,176,3051,1247,0,421,850,942,1126,959,457108552,406226980,50881572,71642015,97048284,77909733,71976486,87650462,47309539,3572033,0,2023195,175530112,21545554,210971220,47038471,135061332,56111604,0,7318513,41149488,37444552,43963592,61296788,4,132925,67359,65566,9517,36863,24995,21576,18422,21552,22189,28490,23623,23205,23477,11939,19277,20306,20486,20604,19863,16653,15735,405,0,0,0,0,0,0,0,0,0,0,35906,765166,454683,517966,761427,240226,2775374,4,11140580
2110045,113758,96480,17278,16999,19470,19282,21306,19423,10508,6860,1633,3867,64856,10136,25755,7406,61514,40533,1155,24614,25860,19692,18347,12386,3094493046,2572893037,521600009,437182030,451147182,520571181,606566774,557425870,340572061,186917379,131240215,77767791,1238054701,209642977,920423534,515250299,1584100445,861724567,18741490,500957743,643586592,482428842,463706869,336403479,52,418665,203929,214736,26604,91167,77865,74027,63264,85741,111369,92107,55873,51854,59214,48248,60386,62515,62425,62605,60796,54616,55324,234,8,0,0,0,0,0,0,0,0,0,78520,924790,559297,633227,927670,311047,3434551,4,11140580
