상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대0006매출건수,시간대0611매출건수,시간대1114매출건수,시간대1417매출건수,시간대1721매출건수,시간대2124매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대0006매출금액,시간대0611매출금액,시간대1114매출금액,시간대1417매출금액,시간대1721매출금액,시간대2124매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대0006생활인구수,시간대0611생활인구수,시간대1114생활인구수,시간대1417생활인구수,시간대1721생활인구수,시간대2124생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대0006유동인구수,시간대0611유동인구수,시간대1114유동인구수,시간대1417유동인구수,시간대1721유동인구수,시간대2124유동인구수,총유동인구수,cluster
2130318,87002,52599,34403,9283,9474,10836,10770,12236,19155,15248,3966,0,17211,16143,35242,14440,37745,49257,3375,37056,17879,13666,11556,3470,3496880376,2071424810,1425455566,350435876,361985503,416733206,417236624,525033601,802004737,623450829,263607173,0,565713748,565822837,1332612446,769124172,1578898053,1917982323,95488298,1506571216,776862153,544152204,432298818,141507687,8,385128,180166,204963,30475,84569,75600,57796,59552,77136,57463,61834,57919,66525,91738,49649,49423,50126,51101,50974,56480,65310,61714,266,37,1,1,0,0,0,0,0,0,0,103606,626015,367926,454100,682044,296793,2530484,0
2130312,843,457,272,59,84,109,51,154,153,119,247,114,93,50,144,195,424,296,0,50,179,135,256,101,43397885,21658262,14876502,2991903,2745401,3691596,2465016,9764346,6584389,8292113,6686888,6863121,4879207,1490021,10393729,13084919,20014918,15706644,0,1584895,9577986,9162916,10076074,5319691,4,327946,154588,173358,54324,40469,66223,58018,46285,62627,66788,62148,44785,46515,66007,41702,47323,46764,46595,46320,46855,47227,46862,619,9,0,0,0,0,0,0,0,0,0,88812,1106620,525381,648744,1005232,389965,3764754,0
2130311,986,736,250,205,137,129,137,128,93,157,0,21,213,159,585,8,432,530,0,91,259,332,192,89,12000000,8974817,3025183,2498666,1784370,1480301,1603684,1607796,1085137,1940046,0,235657,2550525,1828281,7284388,101149,5397177,6388562,0,1147858,3068669,4150417,2376667,1042128,4,837553,401481,436073,146388,125124,144480,147874,115496,158191,195851,152733,98986,109791,168759,111430,117275,117353,118593,117097,119719,128694,118821,377,17,0,2,0,0,0,0,0,0,0,100941,1504534,833482,1016695,1642163,701290,5799105,0
2130310,3846,3211,630,731,635,736,534,575,630,630,0,0,1214,685,1942,5,1608,2155,345,876,582,867,871,223,48957581,39533906,9389425,9713199,7488341,9393764,6073147,6865455,9389425,9389425,0,0,15126469,8198679,25598183,34250,20088365,27090974,3548814,8744288,7621553,14611986,10020592,2632106,2,209176,94266,114910,50557,20526,22009,35826,32467,47792,23792,41123,37885,40863,46809,18706,29521,30416,30581,30070,30707,29533,28348,298,30,0,3,0,0,0,0,0,0,0,14393,405469,202457,268708,347349,141397,1379773,0
2130306,8870,7996,864,1478,1528,1567,1589,1834,513,351,7,10,6084,540,1695,534,3380,3921,24,1864,3189,1606,454,170,381568293,322223308,56446810,55370650,55872965,61099947,63861739,86018007,32020310,24426500,5315251,2898175,183410000,23458022,110902102,55584743,143417679,140635353,619695,62290340,121700428,64437900,27464031,7540635,9,146713,72759,73953,4657,32452,44263,31219,17995,16129,37237,33213,20962,19602,20307,15393,22021,22664,22461,22456,21772,17841,17500,235,4,0,0,0,0,0,0,0,0,0,44448,266232,125084,136416,213121,89515,874816,0
2130303,6581,6057,524,1159,1294,1151,1166,1287,524,524,0,15,4767,507,1271,21,3002,2608,20,1382,1789,1457,882,80,136632960,118265764,18367196,20204903,28684143,24178803,19856489,25341426,18367196,18367196,0,124945,73602503,16537256,45477922,890334,53807930,49045745,163195,25061700,36634525,25901776,13388431,1704049,4,414182,209919,204263,21126,96272,107509,79051,51766,58458,73337,76208,59556,61065,90067,53949,59645,63048,62096,62497,65174,55512,46209,242,5,0,0,0,0,0,0,0,0,0,164044,1659663,652777,793291,1644781,635309,5549865,0
2130299,40371,26125,14246,4722,4775,5210,5305,6113,7670,6576,0,1307,14195,7579,15300,1990,15920,20880,324,9730,11967,6882,5071,2825,2586937053,1584486440,1002450613,285411693,276104697,316545685,331882500,374541865,528470903,473979710,0,38979354,750406431,475408639,1025190695,296951934,1167952294,1093866313,11674849,639937092,781812351,391016224,278475717,158902376,14,41413,17327,24087,6565,6274,6923,8014,6417,7221,4074,6783,8061,8946,10112,3438,5478,5699,5775,5773,6177,6607,5904,1850,11,0,0,0,0,0,0,0,0,0,192023,4061330,3403898,4139076,5635407,1843648,19275382,3
2130291,4653,2950,1703,174,695,650,618,813,884,819,0,82,1549,471,2541,10,2200,2407,25,1335,1339,915,698,296,74192243,43930761,30261482,1650973,10424292,9280780,9622580,12952136,15878792,14382690,0,889142,28552527,6505212,38073055,172307,35803139,36965146,403694,21656574,22279702,14361003,10152791,3914522,2,21346,10282,11064,1760,5777,4002,2488,2723,4597,5209,4111,2482,2534,3998,3013,2973,3015,3017,3004,3000,3130,3209,0,0,0,0,0,0,0,0,0,0,0,155173,1854573,807698,938183,1634765,668812,6059204,0
2130290,27716,19387,8329,4127,4386,3907,4014,2953,4603,3726,0,56,9986,6503,10853,318,16743,10316,468,8322,9064,4220,3316,1668,397018138,273988687,123029451,59213681,61202784,55342816,56507804,41721602,65708185,57321266,0,638641,142277371,98554108,150196122,5351896,234298975,145810694,6245115,119503783,123461628,59066588,46830369,25002186,6,590709,279731,310979,54316,144028,105584,72657,76662,137461,137333,120394,69909,71669,111022,80381,84791,85956,85173,84829,85027,83186,81748,417,30,1,1,0,0,1,0,0,0,0,155173,1854573,807698,938183,1634765,668812,6059204,0
2130285,2656,1542,1114,395,166,334,261,386,590,524,99,9,476,480,1296,296,1240,1262,9,1050,642,375,364,60,237602573,169994195,67608378,19427394,55004593,45042851,23403659,27115698,44661191,22947187,38413251,124351,19103303,19427447,56918598,103615623,156757838,48602549,283371,56657943,43555637,84042633,18990215,1830589,6,950734,494388,456347,75463,331698,198142,114708,98806,131917,110911,144776,127547,156313,257779,153408,125370,126549,132838,132159,140090,153031,140698,615,31,1,0,0,0,0,0,0,0,0,442032,4940404,2121788,2481671,4774204,2188414,16948513,3
