상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대0006매출건수,시간대0611매출건수,시간대1114매출건수,시간대1417매출건수,시간대1721매출건수,시간대2124매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대0006매출금액,시간대0611매출금액,시간대1114매출금액,시간대1417매출금액,시간대1721매출금액,시간대2124매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대0006생활인구수,시간대0611생활인구수,시간대1114생활인구수,시간대1417생활인구수,시간대1721생활인구수,시간대2124생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대0006유동인구수,시간대0611유동인구수,시간대1114유동인구수,시간대1417유동인구수,시간대1721유동인구수,시간대2124유동인구수,총유동인구수,분기코드,행정동코드
2110012,148547,110682,37683,21067,22011,22589,23420,21595,20668,17015,7,11607,67317,38117,29272,1867,56389,78034,513,30605,39530,26291,22890,14580,3121425270,2454463407,663865684,483167588,491613267,524375432,501253882,454053238,381183272,282682412,110346,105847603,1337232555,516656008,966634555,190338037,1020827379,1243312442,8336663,528763309,655026550,419217413,377717560,275078317,91,554524,246765,307760,51253,71776,107818,111540,89720,122417,118784,121163,86183,82722,89687,55985,83163,83550,83814,86357,84624,66630,66386,1061,11,2,0,0,0,0,0,0,0,0,64712,659958,326489,380646,588905,175188,2195898,1,11110530
2110014,11786,8432,3354,1488,1819,1678,2043,1404,1782,1572,0,954,6365,2035,2361,71,6580,3845,50,996,2302,2237,2649,2188,321157732,222397150,98760582,34147538,45084508,42852084,57189844,43123176,49247738,49512844,0,17517372,161710513,54475766,82777610,4676471,173248962,87338134,468218,12992291,44852369,63307304,77436751,61530164,8,51772,27384,24388,9125,7566,7037,9508,8038,10498,5567,12575,9825,9473,9575,4759,7489,7405,7610,7671,7675,7054,6869,194,9,3,0,0,0,0,0,0,0,0,5911,162287,87755,111752,110143,32971,510819,1,11110515
2110015,29334,18785,10549,2955,3856,3982,3810,4182,5989,4560,0,610,10502,11405,6675,142,8988,19756,163,11029,9390,4730,2290,1145,870625414,531700403,338925011,80804006,89321238,87110994,129466349,144997816,224056058,114868953,0,6612959,250009907,245315460,319119182,49567906,335145276,484799767,4444064,235011661,356473718,111022243,71648303,41345054,7,45041,22896,22144,4638,8080,8092,8574,7094,8564,6348,9815,7878,8145,8333,4521,6637,6435,6588,6719,6701,6065,5895,578,0,0,0,0,0,0,0,0,0,0,14454,329597,207908,246038,309633,109024,1216654,1,11110515
2110016,26063,17145,8913,3401,3576,3452,3408,3308,4154,4759,0,184,11471,6434,7331,317,12007,9680,63,1239,3407,4436,6393,6158,1638053808,999635756,638133856,195775162,213512458,187214781,207238357,195894998,315354935,322778921,0,9043545,603940679,387114874,600274551,29412813,709167742,568569514,1031705,59978366,181360075,256440960,382023244,397187098,20,41091,18375,22714,7288,4043,5485,6261,7213,10800,12262,9551,4621,4187,5438,5032,5826,5769,5743,5625,5631,6101,6394,7589,39,2,1,1,0,0,0,0,0,0,4489,64753,34872,41737,53542,19106,218499,1,11110560
2110017,886,470,416,16,74,126,154,100,200,216,0,0,162,320,328,30,354,329,0,189,302,86,49,60,298885328,153631742,145253586,4520657,20738739,33866413,53562338,40943595,68267609,76985977,0,0,45019380,96503105,138523141,10704653,109986785,115546657,0,59447910,98593262,34049172,15317736,18125362,3,338410,161602,176808,46294,49444,56423,62130,55043,69075,80836,69905,51369,51417,50788,34095,48421,48380,49374,49748,50160,46918,45409,650,5,0,0,0,0,0,0,0,0,0,9,108399,73574,86873,90396,17370,376621,1,11110600
2110018,93322,62252,31070,10265,12462,12704,13517,13304,16664,14406,15,2912,35204,33445,20673,1073,30600,52689,1466,24566,26346,14657,10840,5420,1751901721,1159828931,592072790,184214089,234610037,238305427,240560526,262138852,316473468,275599322,195154,24234521,659091391,543272166,449834821,75273668,592022747,808562027,10839633,354174048,418159279,263654300,205329325,148428183,43,321736,162876,158859,45296,41817,56813,66323,50759,60727,68568,72460,50296,51415,47140,31856,47967,48702,48495,49943,48378,39785,38465,888,13,1,0,0,0,0,0,0,0,0,64,63373,39489,47339,51326,10522,212113,1,11110600
2110019,41891,28083,13808,4436,4590,6701,6384,5972,8619,5189,0,2437,15396,15619,7901,538,14472,24067,172,11566,13732,4977,4307,3786,810562487,555629094,254933393,114997406,74279825,133906410,120097168,112348285,163635881,91297512,0,20842555,204732426,209357075,319248361,56382070,296099128,409705451,2719699,189089606,273910654,100166143,87720404,52198072,25,207701,117807,89894,10401,37231,37428,41624,38304,42713,23082,41941,41846,44811,40922,15098,31911,32277,32425,34556,34434,23252,18845,325,10,0,0,0,0,0,0,0,0,0,58718,1853245,1795305,1996646,2662794,850078,9216786,1,11110615
2110020,87820,70435,17385,14316,13852,14436,15085,12746,10142,7674,223,11033,31971,13149,25662,5782,45909,40355,1476,39550,12651,9435,16375,6778,906052234,707307335,198744899,142454253,135299623,141691743,158117860,129743856,122993600,81553866,2166221,80043273,313685751,128902562,313610340,67644087,472021617,373532164,13594453,315609335,134143125,114534515,183530764,84141589,65,1549831,680371,869461,253908,588402,137698,158700,153449,257676,470829,334563,169377,158311,214196,202556,222922,220407,221407,221375,217704,222201,223816,639,16,0,0,1,0,0,0,0,0,0,4695,203642,117742,120246,152345,66262,664932,1,11110650
2110021,85787,65063,20724,12429,12914,13161,14014,12545,12767,7957,21,3388,28999,21248,27997,4134,40519,40790,2353,34948,14973,9509,14724,4806,1361959570,980565186,381394384,156419288,179725971,185549698,261171142,197699087,243211578,138182806,236051,23044100,511632629,243429515,449851301,133765974,548552976,517905787,32145163,418996432,201583736,145866200,203816184,64051046,70,866257,384300,481957,124831,326322,96284,102060,97894,118865,212704,172633,106556,109977,153110,111277,121505,121315,122129,122140,122029,128461,128677,387,9,0,0,1,0,0,0,0,0,0,37069,331462,202685,230644,305979,159231,1267070,1,11110650
2110022,16733,14054,2679,2861,2778,2704,2908,2803,1794,885,4,1387,9649,3257,2355,81,7306,7085,67,1548,2722,3562,3397,3097,323747141,281744110,42003031,52168732,54452044,55087243,60589423,59446668,26623488,15379543,482243,12260337,212762599,38957920,54025385,5258657,138128147,104722097,758889,20548134,41920443,55256391,67204644,57161744,20,669054,292583,376470,142489,132318,78706,101945,86827,126769,182959,146959,79218,76162,100509,83245,96120,95427,95578,96313,95492,94222,95902,537,9,0,0,2,0,0,0,0,0,0,28645,512016,263578,272728,319498,117905,1514370,1,11110650
2110023,141209,120868,20341,23281,23103,24410,26669,23405,11576,8765,10,30974,58621,24242,24679,2683,65221,68555,475,34450,45120,26334,19486,7908,1259028242,1109990005,149038237,207269988,203848767,224011371,248127107,226732772,93875133,55163104,262185,159719704,621435227,185429029,258031290,34150807,528262018,533312866,2620254,204806627,312274950,233401641,212526309,95945098,37,272126,126571,145556,18277,59927,56351,46169,40606,50796,34391,60225,49357,50524,51058,26572,41935,41675,41779,44129,43043,31085,28480,186,10,0,0,0,0,0,0,0,0,0,114334,2099264,1441765,1768465,2446696,1030140,8900664,1,11110640
2110024,50722,36663,14059,7671,6976,7259,7433,7324,7277,6782,0,1796,21884,11536,14966,447,20609,23430,203,8001,8046,7756,10496,9534,1150388544,805851241,344537303,169796104,150589298,160638539,159982131,164845169,173508975,171028328,0,26201780,534297916,230844448,343196350,14577343,471354005,454527708,2529801,140393587,155237238,170505778,235318209,221897099,27,295725,130254,165472,53435,59074,37631,46518,39883,59183,66110,60720,40222,39592,53591,35491,41969,41848,41828,42770,42790,42322,42198,928,9,2,0,0,0,0,0,0,0,0,61524,688779,445111,518678,694689,333385,2742166,1,11110650
2110025,23901,20220,3681,3632,3965,4049,4425,4149,2385,1296,1792,1434,10910,1924,5979,1862,14464,4217,0,1980,2588,6306,5461,2346,678206092,539693463,138512629,85926182,98826425,113338963,120331168,121270725,91801818,46710811,76131205,18144420,195345438,38582481,285486050,64516498,384619874,133940118,0,73355707,76556851,168348101,143957346,56341990,13,131032,70277,60757,7720,22498,20083,21131,25711,33890,27767,27462,20997,20386,21444,12978,19425,19566,19615,20309,20188,16734,15196,213,6,1,0,0,0,0,0,0,0,0,101631,1611468,1349001,1528841,1789947,455955,6836843,1,11110630
2110026,1467,1389,78,253,275,228,336,297,39,39,0,253,997,152,21,5,583,347,0,76,130,224,194,305,31184723,30367085,817638,7626352,5506108,5912906,6323705,4998014,408819,408819,0,1288290,27075682,1062507,839090,510335,9328787,2661219,0,860993,2200004,2920493,2118459,3890059,6,134757,71429,63328,8230,22791,18982,21648,26241,36867,18194,30177,24637,24341,25783,11627,20980,20754,20739,21715,21767,16004,12800,190,4,2,0,0,0,0,0,0,0,0,160255,2687469,2348943,2628283,2856823,755748,11437521,1,11110630
2110027,31215,18483,12732,3201,3679,4311,3749,3552,6779,5953,0,461,8802,9256,11028,1664,10809,19510,361,11517,10284,3827,3567,762,436233700,272630124,163603576,50204419,64228564,57499324,47426988,53531959,90815019,72788557,0,2344273,108702783,104595003,172344891,48153489,178653051,235950964,3532474,147412113,152642799,51352698,47849022,11814915,37,310525,134365,176159,29509,82688,56230,44670,40884,56544,62881,53450,42265,50923,66935,34071,40332,42418,43933,43781,44179,48145,47737,617,5,0,0,1,0,0,0,0,0,0,101009,1712642,1361401,1700022,2410492,1093180,8378746,1,11110640
2110028,28200,23285,4915,4413,4300,4708,4741,5123,3091,1824,112,2590,15141,4838,5032,481,14975,11216,924,5421,5692,5732,5349,3078,388015966,308008407,80007559,52545040,49944140,65921079,62888928,76709220,48221944,31785615,2678057,17269356,172716951,60128681,112884979,22297301,182742709,144692232,4742639,63887225,76487780,72293783,69251200,40772311,37,1885019,965039,919981,167487,322771,272071,267683,348224,506785,504897,405783,237243,226213,281719,229163,272434,271024,271238,271256,269784,262171,267110,704,14,1,0,2,0,0,0,0,0,0,32868,314067,168087,202612,297070,113721,1128425,1,11110640
2110029,17132,12742,4390,1966,2837,2459,2673,2807,3052,1338,16,1020,3285,2379,8185,1823,10385,6179,249,2748,2527,3109,4936,2996,610779837,422863401,187916436,64084848,93869658,77456321,93182278,94270296,136328646,51587790,609086,16951386,72024802,92910771,333122042,84472564,386036821,204327593,6911801,85686996,100486778,138097505,157033259,102148073,28,2932379,1372664,1559714,288144,425128,370412,402235,637715,808742,834293,611821,330124,320476,454635,381028,413575,417413,418198,412693,406387,425650,438463,235,17,0,0,0,0,0,0,0,0,0,215823,1781447,1449600,1622420,1795329,623198,7487817,1,11110680
2110030,14269,8196,6073,1534,1773,1821,1336,1732,3091,2982,0,30,4095,4163,5461,520,6904,7325,123,4574,4302,1902,1978,1349,508243031,281865263,226377768,52275948,62945869,65286454,43789163,57567829,111597664,114780104,0,928039,134825744,136841534,213316464,22331250,264165441,241323734,2736582,148047872,156105095,73074121,72022835,53502671,11,215253,101902,113350,14429,31638,26119,26577,47532,68957,51790,47297,27190,26526,36124,26325,30852,30637,30558,30583,30746,30835,31044,10,9,0,0,0,0,0,0,0,0,0,263107,2406406,2176832,2474887,2415070,799772,10536074,1,11110670
2110031,24333,17161,7172,3019,3275,3934,3281,3652,3769,3403,12,3001,5492,4999,9025,1792,11152,12729,203,3731,5421,4560,6904,3063,386703301,257645878,129057423,47060526,50314900,57715825,45820779,56733848,71066474,57990949,264015,33541296,78887379,57182047,177462280,39314587,210256478,159564038,2087870,53724291,67323592,76571084,120347512,49766165,13,90070,40748,49323,13856,10822,14098,14341,15063,21890,16155,18361,12417,12804,19268,11066,12481,12445,12578,12411,12502,13561,14093,44,12,0,0,0,0,0,0,0,0,0,16999,373792,198032,226322,329968,130773,1275886,1,11110690
2110032,3060,2608,452,508,493,479,540,588,276,176,52,550,1817,325,316,0,1775,1057,11,428,644,661,416,672,116730534,101098752,15631782,18345998,17545345,19898586,20295067,25013756,11602207,4029575,1303956,39272968,52214369,11716806,12222435,0,66387949,39319657,85596,15217038,38767728,22027531,10231024,19378691,5,97358,49505,47853,3252,13177,19645,21627,18656,20999,25697,21205,14369,13270,12680,10137,14576,14768,14638,14961,15310,12112,10993,31,4,1,1,0,0,0,0,0,0,0,336206,3489250,2750701,3125744,3555749,1248582,14506232,1,11110670
2110033,20593,13232,7361,2614,2761,2627,2676,2554,3573,3788,38,503,9293,5446,4992,321,11748,6978,60,1639,3781,5686,5286,2272,401277210,258688343,142588867,75864209,48697161,44969771,45244564,43912638,71599167,70989700,881178,8693771,173655026,109825733,103508775,4712727,202193931,131029070,728519,26815074,63462255,109279032,95089823,37848294,8,663769,317502,346268,76286,89773,95440,106379,122938,172952,140521,134184,85768,88997,129074,85226,94408,95270,95557,95599,94894,94940,93102,166,12,3,0,0,0,0,0,0,0,0,139733,1232520,1094979,1285409,1192950,408608,5354199,1,11110700
2110034,1681,997,684,155,201,152,243,246,343,341,0,6,782,403,445,45,873,569,0,183,212,277,431,336,109460735,91617094,17843641,23624461,17889615,9274840,27433290,13394888,12392171,5451470,0,113569,26478693,15733280,59179021,7956172,50431359,26920399,0,4523851,9697159,19641210,29442336,14047201,3,296408,150309,146099,12210,42789,63251,64985,52659,60513,76625,64896,43612,40922,39604,30748,43772,44205,43862,44861,45597,38231,35877,41,4,1,0,0,0,0,0,0,0,0,268087,1383457,1281714,1478200,1374123,526123,6311704,1,11110670
2110035,42461,32356,10105,6066,6301,6317,7146,6526,5750,4355,36,3228,12109,7861,15199,2754,24840,14897,315,8592,7802,6976,10017,6037,667105502,493873270,173232232,89699224,85171756,104201398,107781889,107019003,102432639,70799593,1920541,20914027,114488803,85984702,339283303,94404983,411144866,211150747,3536068,89131209,109588808,115659738,185730510,118649276,39,777835,404441,373395,50706,107858,120446,128524,154565,215738,221240,168014,86921,81159,113584,106919,109297,109692,109740,109827,111237,112726,115316,276,12,1,0,0,0,0,0,0,0,0,236786,2253014,1690225,1950465,2164307,688618,8983415,1,11110710
2110036,45532,30340,15192,5912,6069,6290,6083,5986,7170,8022,200,6918,15826,11176,9975,1437,31349,13002,87,6124,6224,7448,11172,13298,652031868,436619978,215411890,71714587,83517675,96101354,88154292,97132070,107274094,108137796,5945117,36389954,193773902,125802115,250580938,39539842,439893907,163003044,489012,43547420,61145886,89540729,208368714,199805191,19,339919,177456,162463,18619,72575,60440,51468,55805,81009,78445,70200,52115,52482,50285,36393,46871,46614,47514,48036,49204,50169,51513,65,4,0,0,0,0,0,0,0,0,0,253471,2379221,1767930,2035982,2265824,717439,9419867,1,11110710
2110037,8494,5791,2703,1061,1079,1095,1110,1446,1514,1189,200,17,1349,782,4481,1665,5345,2547,16,1098,1368,1902,2188,1321,324523674,230780155,93743519,41834203,36313639,47791631,34022903,70817779,55884494,37859025,7276814,460427,45632955,19048119,185266366,66838993,196945982,79242363,111228,38092987,43309491,65009996,92670193,36994447,26,849616,399703,449914,123556,110824,120597,125489,150914,218238,249150,175428,94057,91017,128636,111329,118898,120252,120892,119041,119370,122998,128165,208,16,0,0,0,0,0,0,0,0,0,216323,1781534,995231,1114913,1603372,519769,6231142,1,11110710
2110038,260207,221032,39157,42313,43469,44433,48546,42271,20416,18741,86,55688,124937,43544,34757,1195,118563,115034,2283,35033,69188,63802,43349,19937,3915269828,3185160089,729682521,574168711,601648838,623875103,669159676,716307761,381995564,347686957,1175063,375318645,1986431288,555484516,902429734,94430582,1452822760,1432756265,15704898,378817465,777783506,746933679,618607574,347731897,49,96801,49743,47060,8373,13457,22168,24418,16538,11848,8176,23643,22231,21473,16146,5131,16297,16073,15912,17475,16524,7676,6846,2636,6,2,0,0,0,0,0,0,0,0,140356,2305161,817388,967894,1853495,489967,6574261,1,11140520
2110039,3620,3452,168,669,786,656,677,664,136,32,101,94,2646,194,397,188,2545,811,5,324,1162,903,688,273,61951962,58669350,3282612,11876978,11675385,11206355,11416168,12494464,2606079,676533,1133195,1009830,40152849,2217215,9850228,7588645,43361527,13068700,102041,4480935,19090344,15643489,9327469,7785953,9,110080,53680,56400,8148,16417,21978,23503,17436,22599,20147,24740,17801,17775,18337,11281,16708,16657,16452,17143,16912,13167,13040,49,5,0,0,0,0,0,0,0,0,0,88757,736220,678969,785934,816849,246245,3352974,1,11140540
2110040,19402,16829,2573,3595,3231,3099,3571,3333,1532,1041,0,206,12408,1751,4164,167,11255,5414,12,2093,4587,4510,3659,1809,470459587,390089666,80369921,71548898,69060459,81678669,70199924,97601716,48313790,32056131,0,2423259,267407772,36330292,129178274,12858221,227461509,132014812,403999,44887673,80852681,90550349,70547225,72234393,14,108936,54725,54212,9358,13755,21194,24231,16541,23856,17628,24586,18675,18898,18777,10373,16864,16733,16472,17266,16850,12629,12121,165,9,0,0,2,0,0,0,0,0,0,27248,258390,206229,237723,258863,79121,1067574,1,11140540
2110041,123829,79679,44150,15132,14810,17538,15674,16525,21667,22483,0,3652,62761,22684,33082,1650,58409,55062,1898,23364,30653,25285,19732,12539,3618114976,2250588081,1367526895,383205316,417035251,484793424,472560259,492993831,731434744,636092151,0,46838921,1405725741,534964329,1415091339,215494646,1862390731,1300209256,25608515,648725973,940573094,697888403,501081273,348722734,37,146692,71402,75290,18703,30299,26566,24176,20043,26905,33410,32580,22681,21171,21955,14896,21563,21115,21158,21903,21612,19866,19478,967,12,1,0,1,0,0,0,0,0,0,37182,1272527,939966,1118362,1726496,530507,5625040,1,11140550
2110042,10744,10296,448,2137,1763,2044,2368,1984,435,13,0,114,8411,688,1437,94,6408,2105,18,962,1518,1542,2878,1594,301477423,286559953,14917470,66397958,40125056,61589563,77972385,40474991,13988649,928821,0,1560461,225927354,18480185,47876664,7632759,109176499,43312128,164281,13395986,23926034,34916092,45674862,34411370,10,228990,122216,106775,22152,49976,39176,37900,37605,42183,38711,48142,41088,40506,40038,20506,36040,35391,35471,37777,36658,24752,22900,994,5,0,0,0,0,0,0,0,0,0,2488,16231,5256,4999,8173,3012,40159,1,11140570
2110043,23099,21718,1381,4498,4257,4026,4869,4068,855,526,0,1041,15299,2544,3600,247,11694,5268,118,3249,3333,2979,4776,2506,543118013,509477150,33640863,99985065,93079332,101595084,108850937,105966732,25163587,8477276,0,20981512,334307101,40708795,126636002,14935097,180378420,66850666,803831,34065179,48189116,45657459,56027166,62486335,22,524311,283747,240565,48163,187858,85417,66531,62855,73487,150465,117228,67372,62261,67640,59346,78833,77531,77296,81149,78640,66380,64481,1202,16,1,0,1,0,0,0,0,0,0,38900,685206,377236,430096,688847,205253,2425538,1,11140580
2110044,5136,4744,392,1056,865,945,911,967,292,100,0,47,3247,432,1287,123,2633,1056,0,346,850,816,1007,667,242619747,222300989,20318758,35473846,48272221,36200632,51615731,50738559,17288556,3030202,0,490180,114805782,16076699,100271405,10975681,90601908,26119871,0,9779278,16261492,23569880,41563891,25547240,4,100125,52076,48049,5172,26185,19439,17938,14210,17180,15529,22243,18493,18181,16849,8830,15523,15335,15255,16214,15983,11402,10413,405,0,0,0,0,0,0,0,0,0,0,31963,676243,369444,422193,682859,199122,2381824,1,11140580
2110045,86677,75884,10781,14722,14526,14087,17199,15350,6226,4555,256,3732,52435,7117,18918,4168,48769,28362,193,15812,21620,17625,13641,8233,2006737021,1718470191,288157430,334912588,334159338,318403393,374540184,356454688,173236730,114920700,5495088,60179001,857284923,123494265,675333947,282562721,1070680299,550835692,3289264,310270030,452581494,353326422,307258611,194790171,52,369027,178621,190405,17773,71545,69737,72477,58256,79240,88813,82302,53970,50862,53681,39400,55546,54797,54735,56797,56104,46650,44397,234,8,0,0,0,0,0,0,0,0,0,74826,827180,466639,531649,840333,265612,3006239,1,11140580
