상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대0006매출건수,시간대0611매출건수,시간대1114매출건수,시간대1417매출건수,시간대1721매출건수,시간대2124매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대0006매출금액,시간대0611매출금액,시간대1114매출금액,시간대1417매출금액,시간대1721매출금액,시간대2124매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대0006생활인구수,시간대0611생활인구수,시간대1114생활인구수,시간대1417생활인구수,시간대1721생활인구수,시간대2124생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,시간대0006유동인구수,시간대0611유동인구수,시간대1114유동인구수,시간대1417유동인구수,시간대1721유동인구수,시간대2124유동인구수,총유동인구수,cluster
2130324,8668,5776,2892,1295,1127,1102,1085,1167,1457,1435,0,1133,3215,2630,1649,41,3404,5264,69,2102,2378,1794,2003,322,36141614,23748580,12393034,5053359,4362470,4644051,4573220,5115480,6614533,5778501,0,3821370,13265066,11060607,7404703,589868,14951018,21190596,277619,7570374,9637707,8854670,8612460,1188784,3,506523,232053,274471,84356,56747,70321,76606,80562,137931,142738,103748,58341,57614,79840,64245,71545,71690,71191,70622,71792,75111,74572,154,5,0,0,0,0,0,0,0,0,0,46262,594849,325962,385854,578937,203902,2135766,3
2130323,777,562,215,135,105,99,99,124,143,72,4,10,179,351,207,26,304,458,0,90,213,158,221,81,24756868,22997542,1759326,904257,642254,7906055,7790635,5754341,1152907,606419,69613,117593,1376703,14468445,8589115,135399,9416380,15094901,0,749406,15895625,1086432,1453153,5326664,4,347808,171022,176786,54293,45265,43682,54020,60337,90211,94749,72545,39982,40555,57081,42896,49441,49168,49913,49131,49706,50548,49902,171,6,0,0,0,0,0,0,0,0,0,37483,687649,346323,424170,668960,221300,2385885,3
2130322,2022,1270,752,232,232,280,294,232,376,376,0,335,559,437,315,0,539,1080,7,280,485,444,273,130,13968507,8536803,5431704,1524892,1741369,1765953,2016573,1488016,2715852,2715852,0,2210514,4107580,3238946,1695615,0,3768185,7262530,22535,1552208,2782775,3699213,1804877,1169107,3,267658,130283,137374,35434,34410,39751,36567,46689,74804,73696,54889,30569,30763,43998,33741,36920,37420,37324,37134,36840,40092,41927,8,9,0,0,0,0,0,0,0,0,0,7644,122669,58956,68358,107563,46626,411816,3
2130321,4067,2416,1651,376,492,332,550,666,928,723,0,14,1621,1853,579,0,1057,2895,0,1433,1230,275,897,115,60675962,34775162,25900800,4566728,7732317,3780759,8039178,10656180,16998938,8901862,0,2204477,23104313,26872046,8495126,0,15558719,41479784,0,18948663,14092444,5206504,17444755,1346135,6,163845,75938,87907,30720,20668,25047,28341,24904,34166,30812,34624,25088,25096,30775,17448,23717,23541,23524,23659,23735,22742,22928,433,7,1,0,0,0,0,0,0,0,0,10614,181552,76808,89080,160681,60317,579052,3
2130318,94442,59964,34478,11612,11624,11861,12162,12705,18203,16275,0,7447,21836,27657,31925,5577,45431,49011,4294,38921,24973,11890,9854,4510,679916099,428806868,251109231,90020437,82647276,86061193,80752037,89325925,136685982,114423249,0,34495222,136551088,195147895,265830524,47891370,315089960,364826139,34670786,302686340,175621535,76396478,64626928,25914032,25,364333,171251,193081,30916,75208,71427,54570,55926,76286,52301,61494,55245,65491,89790,40012,48296,48718,49565,49437,52672,58954,56690,266,37,1,1,0,0,0,0,0,0,0,92359,562218,339507,414865,634830,276367,2320146,3
2130315,19166,12798,6368,2280,2626,2770,2406,2716,3207,3161,0,2590,5435,6019,4634,488,8111,10566,263,5033,6182,2991,3253,954,152826567,97190594,55635973,17374771,20117587,21751484,17103356,20843396,29829175,25806798,0,18428539,42775736,47908941,39140972,4572379,60816363,86814909,1722754,36603691,47050242,27494099,26707062,8053422,9,608991,294570,314419,82675,97895,117969,98827,92223,119402,134413,126075,85791,86224,107233,69254,89427,89230,89990,90938,89987,81086,78332,1372,15,2,0,0,0,0,0,0,0,0,67349,1625715,473504,591653,1463452,371709,4593382,3
2130314,11722,8067,3655,1540,1648,1849,1404,1626,2123,1532,0,932,2821,3330,4216,423,4208,7374,441,3956,3291,1322,1663,910,109764565,75813521,33951044,14917202,16539557,16698930,12931796,14726036,20712219,13238825,0,9550063,27021438,32534736,37588631,3069697,36244047,71029287,3714097,33453173,30790781,12056615,16212706,11045962,6,1369696,628715,740982,183970,163121,214587,213415,225355,369249,339455,273036,163512,164548,245303,183842,192609,191762,192755,191058,192650,203886,204978,202,21,1,0,0,0,0,0,0,0,0,52695,355359,181642,217956,337793,152559,1298004,3
2130313,100990,73303,27687,14350,14895,14705,14914,14439,14006,13681,0,23648,29780,23554,19472,4536,51521,47371,2347,29314,30562,17601,12815,6251,432757097,311139631,121617466,59071865,64456254,63749026,63991641,59870845,60261585,61355881,0,86075434,135582232,99288101,89763102,22048228,211248237,204814766,9703810,120989213,129594270,75777615,52778224,27219872,13,927061,427025,500035,127282,135680,190332,150133,129441,194194,272792,193979,100956,98846,140076,120413,131700,129745,131075,130987,131673,134653,137225,3469,33,0,1,0,0,0,0,0,0,0,41088,565975,297581,336592,610691,244528,2096455,3
2130311,69483,48305,21178,9893,9121,9573,10013,9705,11465,9713,0,13655,18617,18169,16106,2936,34385,35098,2760,21122,19002,13297,9613,3689,286382879,191115410,95267469,38563738,36530366,37686336,38840699,39494271,50745799,44521670,0,46007339,74457181,78471506,72676835,14770018,140792639,145590240,11454892,84707448,78665014,56950901,39437727,15166897,14,834795,404469,430325,150739,119598,139267,148921,115389,160880,191799,158386,104793,114298,163794,101724,117396,117446,118678,119077,120621,124619,116958,377,17,0,2,0,0,0,0,0,0,0,88372,1397721,789487,936503,1572387,636273,5420743,3
2130310,70719,48988,21731,9537,9554,10146,9813,9938,11300,10431,0,15212,22805,17538,14002,1162,33596,34003,2561,14649,13901,17260,13179,6048,302242599,206943440,95299159,40151689,40140578,43759393,40819092,42072688,49734785,45564374,0,56811425,98136205,76147391,65043639,6103939,137893423,142988601,10136892,50104076,59658757,73945254,61097698,25939349,9,211820,98261,113560,46318,21102,23708,37019,34027,49645,24967,40548,37899,41800,47728,18879,29637,30054,30929,30781,31410,30451,28559,298,30,0,3,0,0,0,0,0,0,0,15951,392083,212683,266804,366210,148437,1402168,3
